,Unnamed: 0,ID,Solution Set: Distributed Novice,Unnamed: 3,clusters
648,,33333978,"I think driverless taxi services are going to be the dominant transportation systems in the future. Sort of like having a whole bunch of Uber drivers out there picking up whoever needs it. I don't think that vehicle ownership will be nearly as widespread as it is these days, as driverless cars will be far safer.",,36
932,,33334800,Motorized bicycles that can be 'borrowed' much like places that have normal bicycles. You fill it with fuel when you are done so it is ready for next user.,,37
337,,33333670,Automated Bicycle Rental Station. When i was visiting colorado i was so fascinated to see that they had Bicycle Rental Station nearly everywhere.  That be so cool to have in my city!,,37
875,,33334206,"Lets try non mechanical modes of transportation instead we either walk or ride an animal from place to place.  The animal can be any type such as elephant, horse, donkey, camel, and maybe you can train something a bit faster.",,37
421,,33333757,"Develop flying cars and use those, or use cars that can extend up vertically to go above normal cars.",,37
1336,,33334653,"Walking tunnels that are elevated, so you are safer from traffic, and enclosed in plexiglass so it is weather-proof but also safe because people can see you.",,37
1286,,33334596,"Transportation is mostly done by cars nowadays, but why don't we use rocket powered shoes instead? Flying with footwear is not only cool, it would be much faster than driving.",,37
243,,33333579,A tram system that is operated by a robot where you can stop as you please and not at stations,,37
1144,,33334464,Solar powered golf carts. You could have stations kind of like bikes and check them out and return them.,,37
178,,33334783,A rent a bike program. Where you can rent and return electric bicycles. It could be either manned by a person or just a machine.,,37
1176,,33334494,teleportation. all you have to do is build a teleporter at each major hub in your city and you're golden,,37
960,,33334286,My idea is a car application that notifies you when you get in about the weather and road conditions.,,37
290,,33333622,An alternative transportation mode would be if we could tie cables along metal poles and pull ourselves where we're going using skates.,,37
122,,33333459,"A network of self driving cars that are owned by the community. When you need one, you just summon one like Uber.",,37
563,,33333892,I could see a trolley style system that ran on solar panels so that there would be no wires hanging.,,37
497,,33333834,have school buses equiped with gps so you can track and not have the kids wait out in the cold.,,37
597,,33333927,"I live in a rural area and a lot of people have horses- so an uber or lyft but actually with horses! If you are a nw rider, you can be on a horse on a lead rope, and if you have experience, you can just rent the horse!",,37
9,,33333340,"A bicycle that is completely powered using solar batteries. Therefore, it needs neither peddling nor gasoline for it to keep going.",,37
670,,33334001,I think that there should be a way to get bugs off a windshield without harming the paint job on a car.  It should be a spray while you are driving much like windshield wiper fluid,,37
442,,33333779,"Electric scooter rental, have scooters that use the quick charging technology from cars but since they're scooters they'll charge quicker so they'll be ready for potential customers",,37
1033,,33334359,personal transport drones that can fly you over low altitude to your destination. These could require a pilots license to fly manually or not if you use the autonomous features.,,37
1069,,33334395,Rent cars for a day. Each city has a system where you can rent cars for a certain amount of time for a fee.,,38
1334,,33334651,"vehicles that life themselves to allow ""stacking"" of cars, this would reduce traffic by half.",,38
473,,33333810,Future transportation will be cleaner and more environmentally freindly. Cars will run on less fuel and will have better emissions,,38
363,,33333698,Bike pathway bridges above the city. These pathways could connect schools and business and making them convenient would encourage more people to ride and less driving.,,38
830,,33334163,"Invest tax money into developing solar powered cars, this will reduce pollution along with reducing reliance on oil. Give citizens some kind of incentive to buy these cars and turn in their old gas-powered cars.",,38
52,,33333383,"A driverless mini-coach will be the norm. Summoned through an ""uber"" type app, the responding vehicle will be selected based on pickup and destination points. All riders will be photoed and violators cited.",,38
1368,,33334684,We plan for buy a battery car for our neighbor which help us for the transport. . It will help us to control the pollution for our environment .,,38
923,,33334251,more bike paths for people to use instead of roads,,38
444,,33333781,electric vehicles are rented out for short periods of time and are readily available. noone owns a personal vehicle. this leads to great reuse.,,38
710,,33334041,"I would l to see a system of transportation where the service would do home pickups,similar to a bus, only the stops would be made at your home regularly for a monthly or yearly fee.",,38
461,,33333798,"flying transportation system will be very famous in future for example flying car, flying scatter board bike and so",,38
878,,33334209,Light rail connecting outer neighborhoods to the city would be good for everyone for jobs and business.,,38
789,,33334125,"If it's a neighboorhood idea, maybe a coordination of volunteers via an app for either ridesharing or being the driver for a day.",,38
1118,,33334743,Self-driving vehicles will be linked into a computerized grid that will adjust traffic flow and density to most efficiently transport people from point A to B.,,38
410,,33333746,"Covered and underground or above ground lanes for bikes, pedestrians, and disabled that are always protected from inclement weather.",,39
736,,33334069,"I would like to see a public transportation system, funded by the government and running non-stop.  Possibly employing people in an uber style privately owned vehicle service.  Or some car pool ideas.",,39
107,,33333445,"A more thorough bus system with buses running more frequently and covering a wider area.  Other modes would not be feasible for this area.



An Uber-type crowd-sourced system for carpooling.",,39
106,,33333444,"A more affordable public transit (or shuttle bus) that is crowdsourced/crowdfunded and takes passengers anywhere within a certain radius (e.g. 30 mile radius, etc.).",,39
179,,33333515,A rent a bike system. Solar powered bikes could be rented for 1$ and returned at different stations for a refund of 1$.,,39
569,,33333899,I feel the best is a transportation tunnel.  It should run around 150 miles per hour and provide food accommodations as well as sleeping areas!,,39
18,,33333348,"A both walking and bike lane that provides safety from traffic, is well lit, and connects key locations around the neighborhood.",,39
1316,,33334632,Use bicycles as the exclusive form of transportation. Get rid of all cars.,,39
1082,,33334408,ROAD TRANSPORT - CAR IS THE BEST TRANSPORT SYSTEM TO TRAVEL (WE ARE FREE FROM POLLUTION AND ACCIDENTS),,39
1084,,33334410,Road ways - Bicycle is one of the best transport. Pollution free and keep body fit.,,39
1085,,33334722,Road ways - Bicycle is one of the best transport. Pollution free and keep body fit.,,39
284,,33334782,"An above-ground train system. We scrapped a trolley system, and some areas can't support a subway. Above-ground might be useful for us.",,39
919,,33334247,Monorails would be fabulous!,,40
520,,33334717,Hot DUDES pick you up. Guaranteed Big Dad quality. Perfect for KOOL chicks and/or gay men and college students,,40
479,,33333816,good idea,,40
1364,,33334680,We must have more fuel saving transport so that we can use less fuel and more milage,,41
991,,33334319,My transportation idea would be using technology to make car sharing more accessible. Such as a phone application. It would be cheaper than using lyft or uber.,,41
148,,33333485,A new way of transportation that will change how you commute. This innovation will make commuting fun and will reduce your stress of traveling.,,41
1126,,33334447,Sidewalks that zoom super fast and have highly synchronized rotation panels that slide you on and off without disrupting your balance or equilibrium.,,41
1241,,33334552,"There should be human powered roller coasters, where humans must provide energy to get it working.",,41
742,,33334076,"I would like to see a transportation system that can be used for professional reasons, or personal, but not both.",,41
651,,33334715,"I think having a streetcar system would be amazing, it could be automated to accept fares, and would provide safe transportation for all.",,41
50,,33333381,"A device that monitors all your vital signs (pulse, blood pressure, body temp, etc) and is connected to a smart phone app that lets you easily share the info with your doctor.",,41
686,,33334759,I thinking of transportation that you can transport yourself through your mind.  It would be through dreams that are real.,,41
1064,,33334389,Recycling energy for use,,42
768,,33334105,"I would suggest public car rentals funded monthly, with constant access.",,42
1338,,33334654,"way to work, telecommuting",,42
419,,33333755,"CYCLING-increased cardiovascular fitness,muscle strength and flexibility.

http://s20.postimg.org/gvfcqz1e5/images.jpg",,42
890,,33334220,Make public transportation fares partially/fully state or local tax credits or deductible,,42
796,,33334130,Imagine your favorite night spot looking like First Fridays in Uptownbikes everywhere,,43
898,,33334227,"Marijuana ""dip"" packs like Snus or Snuff or Dip.",,43
81,,33333417,A horse drawn carriage would be nice,,43
921,,33334249,Mopeds take you around like taxis!,,43
64,,33333397,a flying car to dodge traffic,,44
1290,,33334600,"Travel by wire 10 ft above ground, like a ski lift.",,44
219,,33333553,a subway train that becomes a plane,,44
407,,33333743,Conveyor belts on every sidewalk.,,44
882,,33334213,Long electric sidewalks with chairs installed on them,,44
405,,33334791,Compressed air wheelie shoes that would assist up hill travel,,44
502,,33333839,having an on call drunk bus service,,44
835,,33334169,It will be a tube were you go into individually you basically lay down like you are going to sleep and it slings you across a fast network of tubes to you closest stop where then you just walk too it!,,45
535,,33333867,"Huge people can carry smaller people ""piggy back"" style to their destinations.  My town is small so it wouldn't be very long.",,45
355,,33333688,"BathroomFinder- click a button and it will tell you where and how to get to the closest bathroom. Great for that pregnant wife, your little boy with a baby bladder, and you when you are too drunk to be in public. BathroomFinder- Bringing you and porcelain together.",,45
533,,33333865,"How about an Uber motorcycle. I know a lot of people that have never ridden on a motorcycle, this gives them a chance to enjoy it.",,45
654,,33334796,I think it should be a tunnel that everyone gets in and you press a button to where you wanna go and it will take you there in a flash.,,45
1226,,33334539,There could be a really good motorcycle driver that would drive fast and come pick you up. He would know back roads and side allys very well. He could weve in and out of traffic and get you somewhere really fast.,,45
804,,33334138,In my neighborhood it would be like a monorail system. Something that you could get on at one stop and take it to another are you would want to go. Connecting locations you would visit.,,45
1087,,33334412,"roads that are like people movers so that you dont really have to drive they just move the car for you, save gas and no accidents",,45
851,,33334184,It would be great if we all had hoverboards and could get around like that!,,45
373,,33333709,"Bullet trains as they have in Japan. We have express trains in NYC, but they still take forever if you want to go downtown. A bullet train that will get you to the boroughs quickly would be fantastic.",,45
72,,33333405,A going to town app. In a rural area like where I live sometimes you avoid going to town because you don't have a ride or you just don't feel you can justify driving all that way just to run a quick errand. Enter an app that connects you to people along your travel rout who also need to go into town. You could flag yourself as offering a ride or needing a ride.,,45
943,,33334269,"Moving sidewalks- You could walk to get to where you needed to go, but you could still keep getting to your destination if you needed a break.",,46
1293,,33334605,Tubes that fly you around really fast like. It would be free and you could feel air wishing by you.,,46
1113,,33334435,Self driving scooters/motorcycles that come to your door step and drive themselves (you) to your destination.,,46
158,,33333495,A pick up service that allows you to rack up points for free future pick ups,,46
430,,33333766,Drone-based transport. You harness yourself to a drone capable of lifting your weight and off you go.,,46
54,,33333385,A drone taxi that picks you up and drops you off at your desired location.,,46
1254,,33334564,think it will be self driving cars aka taxis coming soon. really when apple says they are working on a self driving car,,46
997,,33334325,nicer bike paths so more people would be happy to ride a bike,,46
717,,33334048,I would like a teleporting system that can instantly take you from place to place,,46
255,,33333590,A tube where we can fly to our destination,,46
393,,33333727,Catapults with mattress spread everywhere. You get thrown from a catapult and sent flying into a mattress or something that would soften the blow.,,46
1107,,33334429,self driving car pods that will pick you up and dro you off then move on somewhere else,,46
760,,33334095,"I would love to see heated sidewalks, so that everyone can walk safely in downtown Pittsburgh safely.",,46
653,,33333982,I think if we had automatic cars that you could order from your smart phone when you wanted it.,,46
503,,33333840,Having cars that drive themselves come and pick you up and take you where you need to go,,46
1132,,33334453,"Skateboard, hoverboard, rollerblades, ice skates",,47
369,,33333705,bio vehicle,,47
929,,33334257,MOTORCYCLE,,47
270,,33333605,"A well established public transport system, like subway, will ease the transportation problem. It will save energy and make fewer cars on the road.",,48
262,,33333597,"A vehicle which does not have contact with the earth. That means the vehicle repels with the earth, that is a force against the gravity. The repulsion is constantly managed a new technology so that the vehicle have a permanent distance from the earth. Pressure controllers can be used to create pressure variation in the air and the vehicle moves to the lower pressure area with the air.",,48
59,,33333390,"A fleet of cheap, reliable, automated taxi cars. The cars would drive automatically after an input was made for the destination. These cars would be self charging with paint that has solar energy potential.",,48
1355,,33334671,We could use a street with magnets that support other cars that could be used as busses for a fraction of the cost in gas.,,48
1216,,33334529,"The transportation would be efficient; it would be green and rely on newer energies that are not dependent upon fossil fuels. It also would be future-proof, such that it would reduce and combat the issues of traffic jams and collisions. We still would have private and public transportation, allowing people to make the choice of which is better for their needs. There also would be strict requirements for those who choose to drive; thus reducing the amount of likely collisions. It would be affordable and allow society to continue to grow and prosper.",,48
307,,33334745,"An expansion of the skyrail or a similar system with connection to the skyrail could be added to the surrounding cities of Seattle. The addition of public transportation would cut pollution and reduce traffic congestion with the plus side of convenience. It would be a good idea to implement this idea while we still have space available, rather than wait until the problem is a burden.",,48
566,,33333896,"I envision a new transportation system where we use old school busses to transport people to work.  The busses should be turned into green vehicles electric, hybrid or the like.",,48
230,,33333563,"A system of neighborhood drivers who form a cooperative and use their own vehicles to provide transportation services. We live in a community of 1875 people in a rural area, it may not be practical, but it is doable.",,48
236,,33333572,A taxi system that allows discounts for occasions when there are more than one person in the ride,,48
815,,33334148,"In the future, there will be electric powered vehicle system. There will be transportation centers with different sized vehicles for rent for a small fee. The vehicles will range in size from one person scooters to six person vehicles. They will be rented on an hourly basis.",,48
952,,33334278,"My city would benefit from an elevated and enclosed train line. Regional rail is the preferred choice for many commuters but is unreliable and frustrating due to weather and traffic related delays. Though the infrastructure investment would be great, we are in need of an overhaul anyway and should improve the current system.",,48
392,,33333726,"Cars utilize an antenna again to capture radiowaves and microwaves in the air.  They then use these waves and transfer them into energy to charge a battery.  They are working all the time in order to charge the battery, and can be plugged in to power in the case the battery runs low.",,48
489,,33333826,Have a system of skylift that can transport people within the city. This could really reduce traffic congestion. This network goes above the ground traffic and moves quickly.,,48
144,,33333481,A new trolley system with free transportation would be beneficial since the neighborhood isn't very big and it would do well for people who could be handicap. I think the new trolley system could be hybrid -- electric and gas -- which most trolleys aren't.,,48
349,,33333681,"autonomous vehicles abound. there are shared autonomous vehicles that can be called by neighborhood members. you may travel to destinations within your town only. the cost is shared by real estate tax. the benefit is a drastic reduction in traffic congestion, as much fewer cars are needed.",,48
115,,33333453,"A multiple person bike system that converts all the energy created in a moderate speed. This system has an own lane and its free for users, its an ecological way to get to any given detination.",,48
1193,,33334508,The future transportation system in my neighborhood would possibly incorporate traffic light systems that would detect the amount of traffic and flow to better keep traffic moving and prevent long lines and wait times at intersections therefor reducing trip times and automobile emissions.,,48
899,,33334228,"Mass transit only routes that expedite buses, bikes and High occupancy vehicles on smaller , yet more direct routes. Toll type control and monitoring. Make a single person in s single car very difficult and punitive",,48
1198,,33334512,"The mode of transportation that I would imagine would be no different than an average city street. However, with the right conductors placed under the street the friction created by people's feet as they walked would supply supplemental power to the city. As such a person could get a ""walker"" designation that they could either receive some incentive for (pay or reduced taxes). This would get people more active and save the governemtn money and reduce environmental damage (through the waste of resources and nuclear power).",,48
66,,33333399,"A form of alternative transportation would be in the form of an SUV crossed with a 4wheeler. However, it would need to be affordable and able to be driven on main roads.",,48
1262,,33334572,This is a hybrid airship. Technology has developed that allows these vehicles to be more compact and use hydrogen lift cells safely. There are dozens of air ferries lifting people quietly into the air and to major cities all across America. The carbon footprint of the consumer aviation industry is drastically reduced. The noise pollution of traditional airports is all but gone. The hybrid airship is the vehicle of choice in terms of transportation.,,48
478,,33333815,"Golf carts - I think these are amazing vehicles that are being under-utilized in America.  They would be great in urban, suburban and rural communities alike.   There are many uses in modern America that these vehicles could fill and reduce the high costs of maintaining the automobiles, trucks and other motor vehicles we all use for errands, travel to work, etc.",,48
633,,33333963,"I think a good idea will be to use electric cycles instead of a bike or a car in metros. They not only help in decreasing pollution as well as motivating people towards physical exercises.



A proper network of e cycles and connected to a main frame can be seen as a new transportation system emerging. Moreover this can also be used as a public transportation system by constructing cycle stands where they can be charged and the cost of public transport can be paid in the machine.",,48
705,,33334036,I would have the Metro system extended further into Virginia to lessen the commute time.  I would also call for train stations that were more accessible and uses solar energy predominantly.,,48
440,,33333776,Electric camper style van. This would be completely powered by electricity and allow people to live in their vehicle. This would allow the electric system in the car to work synonymous with the electric system in the camper.,,48
632,,33333962,"I think a good idea will be to use electric cycles instead of a bike or a car in metros. They not only help in decreasing pollution as well as motivating people towards physical exercises.



A proper network of e cycles and connected to a main frame can be seen as a new transportation system emerging. Moreover this can also be used as a public transportation system by constructing cycle stands where they can be charged and the cost of public transport can be paid in the machine.",,48
788,,33334124,"Idea 1 . Semi conductor can be design in such a way that it can be RE-USED.

Idea 2 . Renewable energy - the cost of the solar cells has been going down a lot, the labor to install them hasn't, and that's an area where innovation can help.",,48
1115,,33334437,"Self-driving cars where the cars are guided on directed routes by computers. The cars are not owned by any one person but are paid for using some sort of subscription service, so they are common property of users.",,48
634,,33333964,"I think a good idea will be to use electric cycles instead of a bike or a car in metros. They not only help in decreasing pollution as well as motivating people towards physical exercises.



A proper network of e cycles and connected to a main frame can be seen as a new transportation system emerging. Moreover this can also be used as a public transportation system by constructing cycle stands where they can be charged and the cost of public transport can be paid in the machine.",,48
222,,33334725,A sun powered scooter,,49
902,,33334230,Maybe a scooter sharing service,,49
27,,33333359,A bus with live performers,,49
460,,33333797,Flying taxi cars?,,49
123,,33333460,A new bus route that could go through my town. It would have a different route than the buses we currently have.,,50
1343,,33334659,we can have a carpooling service where people drive together for free. gas is paid for by every 10th person.,,50
1313,,33334629,"Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit.",,50
76,,33333410,A high speed conveyor belt that travels through peoples' houses that can take people to city centers.,,50
799,,33334133,"In many neighborhoods, stop signs are ignored. I believe switching to yield signs, where ideally suitable, is needed and adding 'bus stops' for local schools that do not hinder traffic.",,50
1143,,33334463,"Social media organized transport, where person going somewhere lays out their destination and other people can see their route and request a pickup.",,50
261,,33333596,a vehicle that goes around the neighborhood and offers free homework help for kids.,,50
905,,33334233,"Maybe for college students who need college credit, their neighborhood could set up a ""class"" that meets twice a week for an hour each, and the licensed student could drive whoever around who needs it. And they could receive college credit for it!",,50
416,,33333752,Create spring loaded shoes so people can jump around everywhere. This will reduce pollution and help people travel great distances.,,50
1125,,33334446,"Side walk tracks, like what you would see in an airport, would benefit local transit for elderly and disabled people in my neighbourhood",,50
966,,33334293,My idea is having double decker buses to accommodate more people in public transportation.,,50
896,,33334225,Mardi Gras floats carry people around town (I live in New Orleans),,51
874,,33334763,lazy river in the summer,,51
957,,33334283,My idea involves the NYC subway, I think tunnels should be expanded to allow bicyclists a path alongside trains. I also believe there should be tighter restrictions on obtaining a driver's license to force more people into public transit. The public buses in my area do not run often enough because too many people have cars and don't use public transit.,51
189,,33333526,A series of tubes like in the TV show Futurama.,,51
1063,,33334805,Recyclable energy,,52
450,,33333787,Energy Efficiency.,,52
253,,33334785,A trolly/tram type of transportation!,,53
61,,33333393,"A fleet of smart, autonomous busses.",,53
105,,33333443,A monorail type transportation system.,,53
1283,,33334812,transport mode system,,53
1050,,33334376,"Public skype/facetime stations in major transportation hubs (bus or train stations, airports).",,53
317,,33333652,An overhead rail system.,,53
1036,,33334361,Personal used in the Motorcycle/ Scooter,,54
995,,33334323,network and internet is biggest world wide technology,,54
868,,33334200,Its new blacktop in a grid system.,,54
543,,33333873,Hyperloop system that connects various California cities through ultra-fast tunnels,,54
176,,33333513,A railway system with movies and internet available,,54
356,,33333690,Being an extensive cable car system,,54
1031,,33334357,Personal one seater vehicles for work purposes.,,54
706,,33334037,"I would imagine a combination of Uber and self-driving cars. I can imagine a world where I don't own a car. Instead, I click a button on an app on my phone, and an automated car shows up shortly after, taking me wherever I need to go.",,55
191,,33333528,a service in which you get picked up by a car and earn points you can redeem for free rides,,55
167,,33333504,"A public transport system with self-driving cars. You go online, select your destination and then order a self driving car to pick you up.",,55
1071,,33334397,Rentable cars that can be signed out online or on an app on your phone. All you would need to sign up is a driver's license.,,55
431,,33333767,Drones that carry people - flying cars if you will.  Lucky owners will fly over traffic jams with ease and get to work in record time.,,55
126,,33333463,A new innovative transportation system would be automated cars. They can pick you up and drop you off wherever you need to be.,,55
1154,,33334474,"Something like a bus stop, however you would be picked up and dropped off by someone who might be passing through, other drivers, company vehicles (like UPS trucks), etc.",,55
557,,33333887,I can imagine an self-driving car company with a lot of cars. You would use an app on your phone like Uber. The car would automatically leave the lot and come pick you up.,,55
1175,,33334493,Teleportation where you go into a device like an elevator and then type in to a computer where you want to go.,,55
347,,33333678,Autonomous car transport to our desired destination.  You are able to pay and call a car with you cell phone.,,55
205,,33333540,A smart electric trolley hybrid system that is integrated with the current roadway network. The electric power for the network is generated by turbines in the city water supply.,,56
443,,33333780,Electric skate line that is powered throughout the whole city.,,56
894,,33334223,Many people interested in the cinema songs music for the signal of transport,,56
571,,33333902,I have an idea of using only one big bus for our entire residence association,,56
1181,,33334498,The Car is a tech-related industry. Personal transport in the best transport most frequently used in my city.,,56
1061,,33334387,RAILWAYS-Railways is one of the most largest under single management.It carries some 18 million passengers and 2 million tons of freight a day and is one of the world̢s largest employer.The railways play a leading role in carrying passengers and cargo across Indias vast territory. There are almost 8000 railway stations in the country.,,56
817,,33334150,"In the small community I live in, a rickshaw would be perfect.",,56
781,,33334117,I'd love for some sort of shuttle system that worked at late hours between major points in town, it's impossible to get around after a certain time with the busses but there's still a lot of people here that need to get from one point to another at night.,56
352,,33333684,"Autorickshaw : In Chennai, India, people travel in autorickshaw for short and long distances and here we have sharing system of auto also.",,56
441,,33333778,Electric rail transports. They existed in Detroit before GM had them eliminated. Essentially bicycle lanes with individual vehicles instead that run on electric wires.,,57
980,,33334307,"My neighborhood currently has no bike lanes, so I would imagine a system with renewable transportation integrated into the layout. Spaces for bikes, electric car re-charging stations, etc.",,57
143,,33333480,A new transportation system.... Self driving cars/ trolleys (absolutely no tracks or special lanes for the trolley just self driving),,57
423,,33333759,"Device that collects foot taps while sitting as stored energy, then plus into bicycle to power small motor for assisted bike riding",,57
193,,33333530,A service where you sit in a heated or air conditioned glass bubble and get towed around by an automated driver using drone technology.,,57
210,,33333545,A solar scooter that runs on solar energy. It  has a back up battery and has retractable pedals for emergency manual power.,,57
1207,,33334520,The subway station can be replaced with magnetic levitation train. The subway train use electrically charged magnets to lift and move above the rail tracks.,,57
529,,33333861,Hoverboards for everyone - once the technology is figured out that is.,,58
1177,,33334739,Teleporters should be located a certain points in the city.  A person can simply teleport to their desired location.,,58
1174,,33334724,teleportation device that can safely transmit matter from one place to another.,,58
1204,,33334517,The sidewalks could all be movable.,,58
446,,33333783,electronic billboards that tell which routes to take that currently have less traffic,,58
297,,33333629,"An app that you put recipes in. It gives you shopping lists, nutritional info, and how it fits into various diets. Especially medical ones such as for diabetes.",,58
1266,,33334576,"This is an that will assemble all associated interests and find matching interests, such as books and movie recommendations.",,58
494,,33333831,"Have horse drawn carriages on Friday nights, this would be romantic and reduce pollution.",,58
935,,33334262,Moving Footpath - Wondering how feasible it would be if footpath's could move like an escalator at a moderate speed where people can hop on and get down easily.,,59
945,,33334271,"Moving sidewalks. If we put in moving sidewalks similar to what is found in airports, I think many people would be willing to travel by foot.",,59
946,,33334272,"Moving walkways or sidewalks, users would just step on where they please and get off whenever they arrive at their destination. There could be faster lanes for those traveling further.",,59
888,,33334218,Make it so people that are at restaurants can be your delivery drivers to get you food. Instead of going to the restaurant yourself you call them up and they order what you want and then deliver it to your house.,,59
339,,33333672,"Automated cars that can come pick you up at the push of a button on android or apple devices, and directly from that device, you can pick from a map where you want to go. Submit your payment, and off you go!",,59
471,,33333808,Future transportation is the Shower transporter. You get ready for where you want to go and then simply hop in the shower and press a button to be teleported to your pre-progammed destination. E.g. you will have regular places like your work and supermarket already programmed in with addresses. The shower will pop out through your roof and drop you off at your destination by taking the sky-way and then return home. Just remember to take your shower calling watch with you to buzz your shower teleport back when you want to return home. No more traffic no more waiting no more parking just flying showers :),,59
704,,33334035,I would go with a moped service.  There would just be mopeds position around town and you have to drop it off at your stop to check out.,,59
493,,33333830,Have futuristic moving chairs that are installed onto side walks throughout the city. This will  enable people to just sit down and get to where they want to go!,,59
1159,,33334478,"Space tourism. There needs to be a ship that orbits Earth just slightly, that can hold 1,300+ to go sight seeing. For the extra (willing to spend $1,199) adventurist they can space walk! The inside should look like those luxurious ship cruise's!!!",,59
1021,,33334347,People in the future will be picked up by aircraft landing and taking the people to their destinations.  It will hover over your stop and drop down and pick you up.  It will then take you to your destination and hover over your destination and drop you off.  It will drop you off and pick you up via a tube that will pick you up and drop you off.,,59
711,,33334042,"I would like a car that can maneuver around slow people and even change shape when theres little room to maneuver, so I can get to work on time!",,59
80,,33333415,"A hitchhiking app where everyone has a profile with ""reviews"" from other drivers and hitchhikers. If you're walking somewhere you can turn on the app and if someone else with the app happens to drive by they can pick you up.",,59
1346,,33334662,"We could get a bunch of moving sidewalks.  But instead of the sidewalks moving, they would just be extremely slippery.  That way when a person moved onto them in a direction they could move quickly and with little effort continue going.",,59
525,,33333858,"Hoverboard rental. You order, somebody brings one to your house, and you can use it as a low-emissions (and fun!) way to run nearby errands. And if it catches on fire, it's not yours anyway!",,59
113,,33333451,"A moving sidewalk with seats.  You could get on and off easily.  In the high density corridor, this sidewalk would have seats that you sit on and would move you down the corridor.  Getting a person with a wheelchair four blocks can be a big problem.  You would just roll onto this moving sidewalk and they would be moved.",,59
1074,,33334401,"Ride scooters to a local bus stop that. Houses scooters on the bus, up to 10 miles from house, to work in the inner city, (25 miles from bus stop) it would save gas and pollution, instead of 25 people driving take a bus. Scooters get better Mpg and it's safer to stay on a bus on a highway than a scooter.",,60
127,,33333464,A new railway system! We don't have any trains or railways anywhere near the area I live in.,,60
1142,,33334744,So consider the sidewalks and routes around the stops.,,60
100,,33333437,"A magnetic railway car, like a trolley, that moves and stops by people pressing buttons on the side of the road",,60
910,,33334238,Mini bus services around the neighborhood covering the residential area so that single rides can be reduced,,60
1068,,33334393,"Rent a scooter in the summer. These would be like the automatic bike rental stations in many cities, only you'd rent rechargable electric scooters. Station would charge them",,60
171,,33333508,A rail system that hangs over the road where trains are suspeended from above and can carry hundreds of people,,60
94,,33333431,"a large open vehicle that moves slowly on wheels around the downtown area, carries about 25 people",,60
0,,33333331,"-a gondola system like at a ski resort

-it will be high speed and high capacity, holding up to 10 people per cart

-there will be ""Stations"" going from each major neighborhood center going towards major popular destinations like malls, restaurants, etc.",,60
561,,33334793,I can use the battery bike to avoid the air pollution in my home town,,60
712,,33334043,"I would like a city trolley. The trolley would travel around the city several times a day, taking and picking up residents from the major shopping areas. The trolley stops should be no more than two blocks from any neighborhood.",,60
1281,,33334591,Train on tracks.  A small and slow train on preset track for people to enjoy the neighborhood.,,60
504,,33333841,"Having charter buses pick you up from designated spots around the city and dropping you off in various locations around, such as the mall, groceries etc.",,60
867,,33334199,It's an elevated covered roadway somewhat similar to elevated train tracks but it's for bicycles and it has a bunch of fans to provide an artificial tailwind to provide a speed comparable to cars in a congested urban setting.,,60
892,,33334221,Man-Hole Transportation : Replicating current sewage/water underground tunnels to port people easily. People can stand on the man-hole and will be pulled down and then ported by the tunnel.,,60
747,,33334081,"I would like to see lightrail or street cars inbny neighbor hood.   Something that was powered in part by alternative energy.  Solar panels on the stations, perhaps on top of the light rail cars.",,60
306,,33333641,"An elevated wagon wheel shaped, high speed rail system would be excellent. The outer ring would be bi-directional allowing quick transport around the city. The spokes would be bi-directional and allow quick transport from inner and outer within the quadrants.",,60
1256,,33334566,This idea is about cable bus. Bus moving through cable in air. The cables are places all across the city in air. The bus moves across the cable without any traffic block. There will be stops.,,60
745,,33334079,I would like to see an expanded light rail system with more of a neighborhood connection.  Right now our light rail pretty much just connects the Downtown core with the airport.,,60
200,,33334733,A skateboard tram that runs on a track through the neighborhood to the local bus stops,,60
338,,33333671,"Automated bus lines that run to every street in America. Something similar to a trolley system, without the rails.",,60
619,,33333949,"I often thought that a sort of ski lift-type system would work well to carry people from my neighborhood to downtown.  You would board a continuously running chair on wire, and then would be transported to a downtown station riding on the chair over the city. Would take ten minutes max to board and 10-15 minutes to go downtown.",,61
1251,,33334560,"There would be a street train that would take people from downtown down the main road to the city limits. It would also connect to service to the next big city over. Bus service would be more frequent, and Uber would be allowed to begin service.",,61
395,,33333729,"Change the road into a high speed moving floor, like what they have at airport terminals but faster and with chairs to sit in.  You can board a chair in a parking lot/driveway and operate a machine to choose destination.  The chair will then merge into the moving road and go for the destination.",,61
1324,,33334640,Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.,,61
1386,,33334702,"Change the road into a high speed moving floor, like what they have at airport terminals but faster and with chairs to sit in.  You can board a chair in a parking lot/driveway and operate a machine to choose destination.  The chair will then merge into the moving road and go for the destination.",,61
1170,,33334489,"Taxi-style self-driving cars which can be summoned via app and hired for longer journeys, or which would at least serve rural areas. Cars would probably have to be stationed at depots on the outskirts of town, activating and driving off when pinged.",,61
150,,33333487,A online map real time of the buses and trains the area. Buses and trains aren't usually on time and having real on time traffic will show if its a bad bad to drive.,,61
