,,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative
,,num_word_similarity,8,7,cosine,word-based,n50_de_rma,"[1, 1, 4, 4, 2, 4, 4, 2, 1, 1, 4, 1, 1, 4, 4, 1, 1, 2, 0, 2, 1, 3, 6, 4, 4, 1, 4, 4, 4, 4, 4, 4, 2, 6, 4, 4, 4, 4, 2, 6, 6, 4, 4, 1, 4, 4, 7, 4, 4, 1]",792,84,4,52,740
,,num_word_similarity,8,8,cosine,sentence-based,n50_de_rma,"[7 7 4 5 4 6 1 4 2 0 1 0 3 7 7 1 5 5 6 0 3 3 3 5 5 1 1 5 2 7 2 7 7 2 2 5 2
 7 7 1 1 7 4 7 1 7 1 7 0 1]",394,74,5,62,332
,,num_word_similarity,10,5,nearest_neighbors,word-based,n50_de_rma,"[0, 4, 0, 4, 0, 3, 0, 0, 0, 0, 0, 2, 4, 4, 4, 0, 3, 3, 0, 1, 3, 3, 3, 0, 4, 4, 0, 0, 0, 0, 0, 4, 3, 4, 0, 4, 0, 3, 0, 3, 0, 4, 0, 3, 0, 4, 4, 3, 1, 3]",794,72,12,64,730
,,num_word_similarity,10,10,nearest_neighbors,sentence-based,n50_de_rma,"[6 7 6 0 0 2 6 0 6 0 8 0 3 7 4 3 6 0 0 0 1 1 1 5 5 9 8 5 8 5 5 7 6 2 2 8 2
 9 1 9 3 8 0 7 8 4 8 9 0 3]",314,58,4,78,236
,,num_word_similarity,10,8,precomputed,word-based,n50_de_rma,"[0, 4, 5, 4, 3, 5, 9, 5, 5, 4, 5, 2, 5, 3, 4, 3, 5, 3, 0, 2, 1, 1, 9, 5, 3, 5, 5, 5, 5, 5, 5, 3, 7, 5, 5, 5, 5, 9, 0, 5, 0, 9, 3, 9, 5, 5, 5, 5, 2, 5]",668,82,4,54,614
,,num_word_similarity,10,10,precomputed,sentence-based,n50_de_rma,"[8 9 2 6 2 5 4 2 8 2 4 2 7 1 1 4 6 2 2 2 7 7 7 6 0 9 4 0 4 0 0 9 8 3 3 6 3
 1 1 9 4 9 2 8 4 1 1 9 2 4]",322,62,4,74,248
,,num_word_similarity,10,4,rbf,word-based,n50_de_rma,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 0, 0, 4, 0, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1830,128,2.5,8,1822
,,num_word_similarity,10,10,rbf,sentence-based,n50_de_rma,"[0 0 0 0 0 0 0 0 0 8 6 0 0 0 0 0 0 0 8 5 0 0 0 3 0 4 0 6 2 0 2 1 0 7 4 4 0
 0 0 9 0 0 0 6 0 0 0 3 5 0]",1110,76,2,60,1050
,,num_word_similarity,10,3,sigmoid,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2174,134,1,2,2172
,,num_word_similarity,10,10,sigmoid,sentence-based,n50_de_rma,"[0 0 2 4 2 4 0 0 0 7 0 6 0 0 0 0 0 4 4 2 0 0 0 3 1 4 2 5 0 8 9 4 0 4 0 4 0
 2 0 2 0 4 2 4 0 0 0 0 4 0]",806,66,1,70,736
,,num_word_similarity,10,3,polynomial,word-based,n50_de_rma,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2090,130,2,6,2084
,,num_word_similarity,10,10,polynomial,sentence-based,n50_de_rma,"[1 1 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 1 6 8 4 1 8 5 2 3 3 1 9 0 1 9
 6 1 4 1 1 1 7 1 1 1 1 1 1]",1232,78,2,58,1174
,,num_word_similarity,10,3,poly,word-based,n50_de_rma,"[6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",2170,136,1,0,2170
,,num_word_similarity,10,10,poly,sentence-based,n50_de_rma,"[1 8 1 1 1 1 1 1 1 1 6 1 0 1 1 1 1 1 1 1 1 1 1 5 5 0 1 5 6 2 3 3 1 4 9 1 6
 7 1 0 1 1 1 8 1 1 1 0 1 1]",1070,68,2,68,1002
,,num_word_similarity,10,4,linear,word-based,n50_de_rma,"[4, 4, 4, 4, 2, 4, 0, 2, 0, 2, 4, 0, 4, 0, 4, 0, 3, 3, 0, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 2, 4, 4, 0, 4, 4, 4, 2, 4, 4, 3, 4, 0, 4, 4, 4, 4, 4, 4, 3]",998,88,7.5,48,950
,,num_word_similarity,10,10,linear,sentence-based,n50_de_rma,"[0 0 6 3 6 3 4 6 6 6 7 6 2 0 0 4 3 3 6 6 2 2 2 3 3 4 4 1 7 9 1 1 8 5 5 3 5
 8 8 4 4 0 6 0 7 0 0 8 6 3]",320,70,4,66,254
,,num_word_similarity,10,4,cosine,word-based,n50_de_rma,"[1, 1, 3, 0, 0, 3, 3, 3, 1, 0, 0, 3, 3, 0, 3, 0, 0, 1, 0, 4, 0, 0, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 3, 0, 0, 0, 3, 4, 0, 3, 3, 4, 3]",900,92,11,44,856
,,num_word_similarity,10,10,cosine,sentence-based,n50_de_rma,"[7 0 2 1 2 4 3 2 0 9 0 9 6 7 7 3 1 1 4 9 6 6 6 1 1 3 3 1 0 8 0 0 8 5 5 1 5
 8 8 3 3 0 2 0 3 7 7 8 9 3]",292,66,4.5,70,222
,,num_word_similarity,12,8,nearest_neighbors,word-based,n50_de_rma,"[7, 0, 7, 5, 5, 3, 11, 7, 0, 0, 5, 0, 5, 3, 0, 5, 5, 3, 0, 2, 3, 3, 5, 1, 3, 3, 0, 1, 11, 0, 3, 0, 0, 0, 0, 5, 11, 7, 11, 0, 0, 8, 7, 11, 0, 0, 3, 0, 2, 11]",524,58,5.5,78,446
,,num_word_similarity,12,12,nearest_neighbors,sentence-based,n50_de_rma,"[ 2 11  2  0  0  9  5  0  8  0  9  0  6  2 10  5  5  0  0  0  6  6  6  1  1
  3  7 11  9  1 11 11  8  8  4  4  9  3  2  3  7  9  0 11  9 10  7  3  0  7]",292,52,4,84,208
,,num_word_similarity,12,10,precomputed,word-based,n50_de_rma,"[0, 10, 10, 10, 3, 10, 7, 10, 5, 6, 10, 2, 10, 7, 10, 8, 9, 11, 0, 11, 2, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 10, 10, 10, 8, 2, 10, 10, 9, 10, 9, 10, 5, 7]",848,94,2,42,806
,,num_word_similarity,12,12,precomputed,sentence-based,n50_de_rma,"[11  5  1  1  1  4  6  1 11  1 10  1  9  5  6  1  1  1  1  1  7  7  7  6  0
  0  1  0 10  0  0  5 11  3  3  2  3  8  8  5  9  0  1  8 10  8  8  8  1  6]",338,70,3,66,272
,,num_word_similarity,12,5,rbf,word-based,n50_de_rma,"[10, 10, 10, 10, 5, 10, 10, 5, 10, 5, 10, 8, 10, 10, 10, 10, 10, 10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 5, 10, 10, 5, 10, 10, 2, 10]",1512,100,2,36,1476
,,num_word_similarity,12,12,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  0  0  0  9  0  0  0 11  0
  0  0 10  1  0  3  4  0  3  2  8  7  0  0  0  0  0  0  6  0  0  0  4  9  0]",1292,80,1,56,1236
,,num_word_similarity,12,3,sigmoid,word-based,n50_de_rma,"[1, 3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1846,126,5,10,1836
,,num_word_similarity,12,12,sigmoid,sentence-based,n50_de_rma,"[ 0  0  5 11  5 11  0  0  0 10  0  8  0  0  0  0  0 11 11  5  0  0  0  1  4
  9  5  2  0  3  7  6  0 11  0 11  0  5  0  5  0 11  5 11  0  0  0  0 11  0]",768,66,1,70,698
,,num_word_similarity,12,6,polynomial,word-based,n50_de_rma,"[4, 9, 9, 9, 2, 9, 4, 9, 0, 0, 9, 3, 9, 7, 9, 9, 9, 0, 0, 9, 2, 3, 4, 9, 9, 9, 7, 9, 9, 9, 9, 9, 7, 9, 9, 9, 7, 9, 4, 9, 9, 9, 2, 9, 9, 9, 0, 9, 9, 9]",1054,88,4,48,1006
,,num_word_similarity,12,12,polynomial,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  0  0  0  0  0  0  0  3  3
  7  0  3  5  1  2  8  0  4  6 11  4  9  0  7  0 11  0 10  0  0  0 11  0  0]",1064,66,1.5,70,994
,,num_word_similarity,12,5,poly,word-based,n50_de_rma,"[6, 8, 8, 6, 6, 6, 6, 6, 8, 1, 8, 1, 6, 8, 1, 4, 4, 6, 0, 6, 6, 6, 6, 6, 8, 6, 8, 8, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 1]",1130,108,4,28,1102
,,num_word_similarity,12,12,poly,sentence-based,n50_de_rma,"[ 1  1  1  1  1  1  1  1  1  1  4  1  1  1  1  1  1  1  1  1  1  1  1 10  0
 11  1  0  4  2  6  6  1  3  9 11  3  8  1  7  1 11  1  5  1  1  1 11  1  1]",1062,68,1.5,68,994
,,num_word_similarity,12,8,linear,word-based,n50_de_rma,"[6, 11, 1, 6, 1, 1, 1, 1, 5, 1, 1, 1, 1, 11, 1, 1, 6, 1, 0, 1, 9, 1, 11, 1, 5, 1, 7, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 6, 1, 9, 0, 1, 1, 1]",1140,98,2.5,38,1102
,,num_word_similarity,12,12,linear,sentence-based,n50_de_rma,"[ 5  4  0 10  0 11 11  0  5  0  9  0  3  8  8 11  0  0  0  0  3  3  3 10  2
  6 11  2  9  7  2  4  5  1  1 10  1  8  8  6 11  4  0  4 11  8  8  6  0 11]",308,58,3,78,230
,,num_word_similarity,12,7,cosine,word-based,n50_de_rma,"[8, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2, 2, 2, 2, 5, 0, 2, 2, 0, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 5, 2]",1444,118,2,18,1426
,,num_word_similarity,12,12,cosine,sentence-based,n50_de_rma,"[ 9  1  3  0  3  6  2  3  9  7  2  7  5  1  8  2  0  7  6  7  5  5  5  0 10
  1  2 10  2 11 10 10  9  4  4  0  4 11 11  1  2 10  3  9  2 11  8  1  7  2]",256,58,4,78,178
,,num_word_similarity,14,1,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,num_word_similarity,14,14,nearest_neighbors,sentence-based,n50_de_rma,"[ 0  3  3 11  0  9  5  0 13  0 10  0  5  3 12  5 11 11  0  0  4  4  4  1  6
  6 10  6 10  1  2  6 13  7  7  9  7  8  3  8  5 10  0  2 10 12  3  8  0  5]",260,52,3,84,176
,,num_word_similarity,14,9,precomputed,word-based,n50_de_rma,"[0, 0, 13, 4, 1, 4, 0, 1, 9, 0, 7, 7, 3, 13, 7, 6, 6, 4, 0, 5, 7, 3, 0, 7, 7, 7, 7, 7, 7, 7, 7, 13, 7, 7, 7, 7, 1, 7, 0, 7, 7, 7, 1, 7, 6, 7, 7, 7, 7, 7]",726,92,3,44,682
,,num_word_similarity,14,14,precomputed,sentence-based,n50_de_rma,"[ 9 10  2  4  2  8  1  2  4  4 13  4  7 10  1  4  4  4  4  4  5  5  9 11 11
  0  2  3 13  3  3  3  4  6  6  9  6 12  9  0  7  0  2  3 13  9 10  0  4  7]",270,64,3,72,198
,,num_word_similarity,14,4,rbf,word-based,n50_de_rma,"[2, 2, 1, 2, 1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 3, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1828,128,2,8,1820
,,num_word_similarity,14,14,rbf,sentence-based,n50_de_rma,"[ 1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1 12  1  1  1  2  1
  1  1  6  3  2  7 11  1 10  8  4  9  1  1 13  1  1  1  9  1  1  1  5 12  1]",1170,72,1,64,1106
,,num_word_similarity,14,6,sigmoid,word-based,n50_de_rma,"[0, 5, 5, 13, 5, 5, 5, 0, 5, 3, 13, 0, 5, 5, 5, 12, 4, 5, 0, 0, 5, 5, 5, 5, 5, 5, 13, 13, 13, 5, 13, 13, 13, 13, 13, 13, 5, 5, 0, 5, 13, 5, 5, 5, 5, 5, 5, 5, 4, 13]",876,100,4,36,840
,,num_word_similarity,14,14,sigmoid,sentence-based,n50_de_rma,"[ 0  0  4  0  4  9  0  0  0 12  0 11  0  0  0  0  0  5 13  4  0  0  0  7  8
 10  4  1  0  6  3  2  0  9  0  9  0  4  0  4  0  9  4  9  0  0  0  0  9  0]",776,66,1,70,706
,,num_word_similarity,14,3,polynomial,word-based,n50_de_rma,"[6, 6, 6, 6, 0, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 0, 0, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4]",1836,128,4,8,1828
,,num_word_similarity,14,14,polynomial,sentence-based,n50_de_rma,"[ 5 10  5  5  5  4  5  5  5  5 11  5 13  5  5  5  5  5  5  5  5  5  5  7  7
  0  5  7 11  1  2 12  5  3  8  0 11  9  5  6  5  0  5 10  5  5  5  0  5  5]",912,56,1,80,832
,,num_word_similarity,14,6,poly,word-based,n50_de_rma,"[6, 6, 2, 6, 13, 10, 6, 2, 13, 13, 2, 6, 13, 6, 3, 6, 6, 13, 0, 13, 6, 2, 13, 2, 2, 13, 13, 13, 13, 13, 6, 6, 6, 6, 13, 6, 6, 13, 13, 13, 13, 6, 2, 13, 6, 6, 6, 13, 2, 13]",812,76,4.5,60,752
,,num_word_similarity,14,14,poly,sentence-based,n50_de_rma,"[ 1  1  1  1  1 13  1  1  1  1  4  1  0  1  1  1  1  1  1  1  1  1  1  5  5
  7  1  5  4  2  3 12  1 10  6  1 10  9  1 11  1  7  1  8  1  1  1  7  1  1]",1012,60,1,76,936
,,num_word_similarity,14,9,linear,word-based,n50_de_rma,"[0, 5, 1, 2, 1, 4, 4, 1, 4, 5, 3, 5, 6, 1, 4, 0, 0, 1, 0, 4, 10, 5, 2, 0, 1, 5, 4, 5, 4, 4, 4, 10, 4, 10, 4, 4, 4, 13, 2, 3, 5, 4, 0, 4, 0, 4, 5, 3, 2, 2]",454,66,5,70,384
,,num_word_similarity,14,14,linear,sentence-based,n50_de_rma,"[12  6  1  4  1  7  5  7 11  7 10  7  8  6  6  9  7  7  7  7  8  8  8  4  2
  2  2  0 10 13  0  0 11  3  3  4  3  1  1  2  2  2  7  6  9  6  6  2  7  5]",254,72,3,64,190
,,num_word_similarity,14,11,cosine,word-based,n50_de_rma,"[4, 1, 11, 4, 0, 9, 11, 11, 0, 1, 7, 2, 11, 11, 11, 4, 4, 6, 0, 0, 5, 8, 1, 11, 6, 11, 11, 11, 3, 11, 8, 11, 8, 11, 11, 8, 0, 9, 11, 9, 9, 9, 1, 11, 9, 4, 1, 9, 0, 9]",438,64,4,72,366
,,num_word_similarity,14,14,cosine,sentence-based,n50_de_rma,"[ 9  2  6 13  6 10 12  6  1  3  1  3  0  2  5 12  4 13 10  3  0  0  0 11 13
  4 12 13  8 13  1  2  9  7  7  4  7  5  5  2  1  4  6  5  8  5  5  4  3  1]",222,60,4,76,146
,,num_word_similarity,16,9,nearest_neighbors,word-based,n50_de_rma,"[0, 5, 0, 0, 0, 0, 5, 9, 4, 4, 9, 3, 0, 9, 6, 2, 9, 0, 0, 1, 0, 0, 0, 6, 5, 6, 0, 0, 6, 6, 5, 5, 5, 5, 9, 0, 5, 0, 0, 0, 5, 0, 9, 2, 5, 5, 2, 10, 0, 4]",576,62,3,74,502
,,num_word_similarity,16,16,nearest_neighbors,sentence-based,n50_de_rma,"[ 6 10  0  6  5  1  9  0  5  6 11  6  8 10  7  9  9  0  6  0  8  8  8 13  3
  3  4  3 15 13  2  3  5 12  1  1 12 14  5 10 11 10  0  2 15  7  4 14  0 11]",216,50,3,86,130
,,num_word_similarity,16,11,precomputed,word-based,n50_de_rma,"[4, 8, 13, 13, 6, 8, 13, 2, 13, 1, 13, 6, 2, 1, 2, 0, 0, 2, 0, 1, 6, 3, 0, 2, 2, 13, 13, 3, 13, 13, 13, 13, 13, 15, 13, 13, 2, 15, 9, 13, 2, 6, 5, 13, 13, 13, 13, 3, 1, 2]",490,78,3,58,432
,,num_word_similarity,16,16,precomputed,sentence-based,n50_de_rma,"[10  8 10  1 10  7 10 10 11 10  6 10 13  8  4 10  1 10 10 10 13 13 13  1  1
  2  9  0 15  6  6  6 11  3  3 14  3  5 10  8  9  0 10 12 15 10  4  2 10 11]",340,60,2,76,264
,,num_word_similarity,16,5,rbf,word-based,n50_de_rma,"[1, 9, 9, 9, 12, 9, 9, 3, 3, 1, 3, 1, 9, 9, 9, 3, 3, 3, 0, 3, 1, 9, 9, 9, 9, 9, 3, 9, 9, 9, 9, 9, 3, 9, 9, 3, 3, 3, 1, 9, 9, 9, 1, 3, 9, 1, 3, 3, 9, 3]",908,80,7,56,852
,,num_word_similarity,16,16,rbf,sentence-based,n50_de_rma,"[12 12 12 12 12 12 12 12 12  0  3 12 12 12 12 12 12 12  0 14 12 12 12 15 12
 12 12  8  1  9  4 12 12  6  2 13 11 12 12 10 12 12 12  5 12 12 12  7 14 12]",1098,74,1,62,1036
,,num_word_similarity,16,3,sigmoid,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2202,120,1,16,2186
,,num_word_similarity,16,16,sigmoid,sentence-based,n50_de_rma,"[ 0  0 12  0 12 10  0  0  0 13  0 14  0  0  0  0  0 11 15 12  0  0  0  8  4
  3 12  2  0  5  6  1  0  0  0  7  0 12  0 12  0  0 12  9  0  0  0  0  0  0]",900,70,1,66,834
,,num_word_similarity,16,4,polynomial,word-based,n50_de_rma,"[1, 9, 1, 9, 1, 1, 1, 1, 1, 1, 1, 9, 9, 9, 9, 7, 9, 1, 0, 9, 1, 1, 1, 9, 9, 9, 9, 1, 9, 9, 9, 9, 1, 9, 9, 9, 9, 1, 1, 9, 1, 9, 9, 1, 9, 9, 1, 9, 9, 1]",1108,100,11,36,1072
,,num_word_similarity,16,16,polynomial,sentence-based,n50_de_rma,"[ 0 15  0  0  0 14  0  0  0  0  7  0 11  0  0  0  0  0  0  0  0  0  0  4  4
 10  0  4  7  1  2 13  0 12  3 10  8  9  0  5  0 10  0  6  0 15 15 10  0  0]",810,52,1,84,726
,,num_word_similarity,16,3,poly,word-based,n50_de_rma,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 6, 11, 11, 11, 0, 11, 11, 0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 0, 11, 6, 11, 0, 11, 0, 11, 11, 11]",1786,114,5,22,1764
,,num_word_similarity,16,16,poly,sentence-based,n50_de_rma,"[ 0 14  0  0  0  0  0  0  0  0  6  0 13  0  0  0  0  0  0  0  0  0  0  3  3
 12 13  3  6  1 11  2  0  9  4  7 15 10  0  5 13 12  0  8  0  0  0 12  0  0]",842,60,1,76,766
,,num_word_similarity,16,7,linear,word-based,n50_de_rma,"[11, 0, 2, 12, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 12, 0, 2, 0, 12, 0, 2, 0, 0, 0, 8, 0]",1214,96,2,40,1174
,,num_word_similarity,16,16,linear,sentence-based,n50_de_rma,"[12 10  8  1  7 11  9  7  0  7 14  7  5 10  9  6 15  1  7  7  5  5  5  1  1
  6  6  1 14 13  2  2  0  4  4  3  4  8  8 10  6  2  7  2  6 10 10 10  7  9]",234,62,3,74,160
,,num_word_similarity,16,1,cosine,word-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364,136,50,0,2364
,,num_word_similarity,16,16,cosine,sentence-based,n50_de_rma,"[ 9 11  7  6  7 12 15  7  9  3  5  3  1 11  2  0  6  6 12  3  4  4  4  7  6
  3  0  6 14 10  5  5  9  8  8 13  8 11  2 11  1  6  7  2 14  2  2  3  3  1]",218,58,3,78,140
,,num_word_similarity,18,10,nearest_neighbors,word-based,n50_de_rma,"[2, 10, 11, 0, 10, 0, 0, 2, 3, 5, 0, 8, 3, 5, 5, 3, 3, 2, 0, 1, 4, 3, 5, 5, 3, 2, 11, 3, 5, 3, 5, 3, 3, 2, 3, 6, 5, 0, 3, 3, 3, 3, 6, 6, 3, 6, 5, 5, 1, 0]",460,68,3,68,392
,,num_word_similarity,18,18,nearest_neighbors,sentence-based,n50_de_rma,"[15  8 14 12  1 17 10 14 11 12  4 12  5  8 16 10 10 10 12  7  3  3  3  2 13
 13  5 13  1  9  0  0 11  9  9  9  0  2  6  2  5  4 14  0  3  4 16  2  7  5]",198,50,3,86,112
,,num_word_similarity,18,8,precomputed,word-based,n50_de_rma,"[3, 1, 1, 1, 0, 1, 0, 3, 1, 2, 1, 1, 1, 1, 15, 1, 1, 3, 0, 11, 1, 1, 1, 1, 1, 1, 11, 2, 15, 1, 1, 11, 9, 15, 15, 15, 15, 1, 3, 1, 1, 1, 1, 3, 14, 1, 1, 1, 11, 1]",860,76,3.5,60,800
,,num_word_similarity,18,18,precomputed,sentence-based,n50_de_rma,"[ 2 16  2  2  2  8  1  2  5  2 14  2  9  3 11 15 15  2  2  2  9  9  9 17 17
  5  1  7  6 10 14 14  2  4  4 12  4  0  2  3  1  7  2 13  6  2 11  5  2  1]",346,52,2,84,262
,,num_word_similarity,18,3,rbf,word-based,n50_de_rma,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2012,124,2,12,2000
,,num_word_similarity,18,18,rbf,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0 16  5  0  0  0  0  0  0  0 16 14  0  0  0 12  0
  2  0 11  4  9  8  6  0  1 10 15  7  0  0 17  0  0  0 13  0  0  0  3 14  0]",980,70,1,66,914
,,num_word_similarity,18,3,sigmoid,word-based,n50_de_rma,"[0, 0, 3, 0, 17, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 17, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]",1538,96,8,40,1498
,,num_word_similarity,18,18,sigmoid,sentence-based,n50_de_rma,"[ 1  1 11  1 11 10  1 16  1 17  1 15  1  1  1  1 16  7  1 11  1  1  1  9  8
  3 11 14  1 13  2  4  1  5  1  6  1 11  1 11  1  0 11 12  1  1  1  1 16  1]",710,62,1,74,636
,,num_word_similarity,18,5,polynomial,word-based,n50_de_rma,"[3, 14, 14, 2, 0, 14, 14, 0, 0, 14, 2, 2, 2, 14, 2, 1, 1, 2, 0, 14, 2, 2, 14, 14, 14, 14, 14, 2, 2, 14, 14, 2, 0, 14, 14, 14, 14, 2, 14, 14, 2, 2, 0, 2, 14, 2, 14, 2, 14, 14]",886,78,6,58,828
,,num_word_similarity,18,18,polynomial,sentence-based,n50_de_rma,"[ 0 13  0  0  0 17  0  0  0  0  6  0 14 13 13  0  0  0  0  0  0  0  0 10  4
  8 14  4  6  1  3 12  0  2  9 15 11 16  0  5 14  8  0  7  0 13 13  8  0  0]",628,50,1,86,542
,,num_word_similarity,18,3,poly,word-based,n50_de_rma,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 7, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]",1214,82,20,54,1160
,,num_word_similarity,18,18,poly,sentence-based,n50_de_rma,"[ 1 16  1  1  1 17  1  1  1  1  9  1 13 16 16  1  1  1  1  1  1  1  1 10  4
 11  1  4  9  2 12  3  1  0  7 14 15  8  1  5  1 11  1  6  1 16 16 11  1  1]",712,52,1,84,628
,,num_word_similarity,18,7,linear,word-based,n50_de_rma,"[2, 5, 5, 1, 1, 12, 1, 5, 12, 5, 12, 5, 12, 12, 5, 1, 12, 5, 0, 5, 12, 12, 12, 12, 12, 5, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 6, 5, 12, 12, 12, 12, 12, 12, 15, 12, 5, 0]",934,98,2,38,896
,,num_word_similarity,18,18,linear,sentence-based,n50_de_rma,"[16  9 11  1  3  3 10  3  0  3  6  3 17  9 12 15  8  3  3  3  4  4  4  1  2
  7  3  2  6 13  2  9  0  5  5  1  5 13 14  7  7  7  3 12  6 12 12  7  3  3]",254,68,2.5,68,186
,,num_word_similarity,18,11,cosine,word-based,n50_de_rma,"[5, 1, 4, 9, 4, 0, 0, 4, 8, 3, 8, 3, 2, 8, 9, 3, 3, 7, 0, 6, 2, 6, 8, 8, 1, 0, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 6, 6, 8, 0, 3, 4, 0, 14, 8, 14, 8, 2, 9]",382,88,4,48,334
