Unique ID,Text: Verbatim
3L2IS5HSFBTNY2T2YJWNRIS1QWUUNS,"Some sort of free bicycle rides.  It would work by having you use a credit card (so people cannot steal bicycles) as a deposit.   Here's how it would work.  You would walk/visit some sort of kiosk, swipe your card and it would unlock a bicycle from a rack.  You are then free to ride it.  You can then return it to the same kiosk, or perhaps to one further away/new destination and as long as you swipe the credit card again upon returning the bike -- it would clear your deposit.   If you don't return the bike within a reasonable amount of time (say 2 days or so), you could charge the person the price of the bike plus some penalty.   This method won't make much money if free, but you could also setup a rental type system.   Just imagine lots of kiosks around a city, with say 12 or so bikes are each one, and people could rent/ride as needed.  Like a Uhaul type service for bikes.   From a network perspective, I guess it would be like sending a packet to a new location downstream, and the returning of the bike would be the acknowledgment.    If you don't return the bike, it would charge your card aka ask for a retransmission of said packet.  That's all I have for now."
3L2IS5HSFBTNY2T2YJWNRIS1QXRNUK,"A new transportation system in my neigborhood would consist of more bike lanes, pedestrian lanes, and an extensive carpool/ride sharing system. Being that I live in a more suburban area, I can see people being hesitant about using large mass transit systems. The ride sharing system would allows those who have cars to use them and help the community and make some money by giving rides when they were available, or if they so choose, as a primary job. The connection of bike lanes and ride-sharing would mean that almost anyone could get a ride at any given time."
3L4D84MIL03MAQWXJMXWFWMUNSFHJE,Autonomous car transport to our desired destination.  You are able to pay and call a car with you cell phone.
3L4D84MIL03MAQWXJMXWFWMUNW1JHA,"I would like a car that can maneuver around slow people and even change shape when theres little room to maneuver, so I can get to work on time!"
3L4D84MIL03MAQWXJMXWFWMUNWQHJX,underground subway that extends to all major neighborhoods. It would be fast and convenient to use.
3L4PIM1GQURPU95Z1RAT3N3ONC6RYD,"City buses that actually go downtown and to the places that people need to go, instead of just around the edges of town. Also, have a fleet of bikes that people could rent for $1/hr to ride the distances downtown like some other cities."
3L4PIM1GQURPU95Z1RAT3N3ONCBYRP,"My neighbourhood transportation consists of share automation, which should be devolped more."
3L4PIM1GQURPU95Z1RAT3N3ONREYRM,"It would replace everything: roads, sideways, buses, etc. It would be electric powered. Definitely automated. You should be able to transport to wherever you want to go without lifting a finger. Since it would replace sidewalks, you can simple stand on it and it would move you from one place to another, like a conveyor belt. It would be financed by monthly subscription, with VIP access for a higher price you can travel on the road with automatic cars that would operate in similar fashion."
3L6L49WXW18KRFTHFD9JKXUL0H054M,A new transportation system for our neighborhood could be shared scooters.  The scooters would be open for all to use and stocked at locations around the neighborhood.  You could check them out and return them for less money than the cost of a scooter.
3L6L49WXW18KRFTHFD9JKXUL0NV45S,"A form of alternative transportation would be in the form of an SUV crossed with a 4wheeler. However, it would need to be affordable and able to be driven on main roads."
3L70J4KAZHXUXHOR3K1TVC4D546DAH,Ride sharing app that allows people to make a donation before they ride. That way even if it's a stranger you have a destination already in mind and it allows people to catch a ride for relatively cheap.
3LEIZ60CDKAJVZJI3WCQQ9CWNH49ZT,"I thought of a light rail and below-ground subway system could be transport people to and from a downtown arena we have here in metro Columbus, Ohio. Right now most people use cars and a few people use buses, but that's about it. Congestion could be decreased substantially provided people who normally commute by themselves to and from hockey games that take place two to three times a week. This would solve congestion issues on the nights where these games take place and reduce the need for a large amount of safety and security officers to direct traffic and play crowd control on weekends and Fridays."
3LEIZ60CDKAJVZJI3WCQQ9CWNHWZ9B,"I think that we need to have a trolley system like they have in other cities. That can take use from the surrounding areas to downtown and the beach. Right now all we have is the Bus. Other cities have free shuttle buses and ours doesn't. So,if we can be like the surrounding cities it would be nice fo ronce."
3LEIZ60CDKAJVZJI3WCQQ9CWNPU9ZZ,"A trolley, or electric street car system."
3LEP4MGT3HBZGRTJ9Y1PQNOJNPZBDO,A velodrome type system for bicycles.
3LEP4MGT3HBZGRTJ9Y1PQNOJNR9BD2,A device that can tap into a person's brain that could stop addictions.
3LJ7UR74RIOOH4ZNJD55EEU7R57N47,"The mode of transportation that I would imagine would be no different than an average city street. However, with the right conductors placed under the street the friction created by people's feet as they walked would supply supplemental power to the city. As such a person could get a ""walker"" designation that they could either receive some incentive for (pay or reduced taxes). This would get people more active and save the governemtn money and reduce environmental damage (through the waste of resources and nuclear power)."
3LJ7UR74RIOOH4ZNJD55EEU7RB84N1,"Ride sharing would be great, setting up a forum where people can connect with those who work in the business district would be very helpful to save gas, and time."
3LKC68YZ3BEI8RIJUYB1OVD314OOWE,A high speed train/subway that links all the cities in the Detroit metro area.
3LKC68YZ3BEI8RIJUYB1OVD31VWOW4,There needs to be a washer that is also a dryer in one machine for those people limited on space
3LKC68YZ3BEI8RIJUYB1OVD31WNOWX,"When I traveled Asia they had trucks with benches in the back, they went around the same routes all and quickly picked up and dropped off people, similar to a bus but quicker and easier"
3LO69W1SU4OE5KPM21RRABNLC2ILG2,"A pod/train system that runs on the shoulder of roads. It would be more active than typical buses, and be more personal in that there can be no more than 4 passengers. It would run on a track or in the future it would would run with automatic sensing software and would drive itself."
3LO69W1SU4OE5KPM21RRABNLC2NLG7,An underground hi speed railway for fast transportation.
3LO69W1SU4OE5KPM21RRABNLC8TGLK,A hovering scooter with its own lane on the roads
3LO69W1SU4OE5KPM21RRABNLCC6GL5,We could really use a tram system!
3LO69W1SU4OE5KPM21RRABNLCUAGL9,Some type of underground or above-ground monorail system to help with the massive traffic problem in my area. With stations in key locations that are unobtrusive to the overall community.
3LOTDFNYA8AO2E5QVVSB114P90ZFWF,I am thinking of something like a city bus system but for uber. Rather than having to go from stop to stop and hope people are there the bus system can be smarter and go to the most packed stops or to those who have been waiting the longest based upon when they clicked the app. It would be much more efficient.
3LOTDFNYA8AO2E5QVVSB114P973WFE,A sidewalk peoplemover based system that could run parallel to the road or existing sidewalk.
3LOZAJ85YEOJQKY4H59QJ1O79BYX2U,Every car would be able to hover or fly. Every car that runs off gasoline will be rare to find and all the cars have a feature that are able to drive themselves. Even motorcycles will be something that you find in a museum.
3LOZAJ85YEOJQKY4H59QJ1O79T0X2W,self standing bicycle so it won't fall over when ridden or parked
3LOZAJ85YEOJQKY4H59QJ1O79YNX2T,More bike routes around the city for better and eco-friendly travel.
3LPW2N6LKUDJ8DNWUJ01X1SFZCP5UA,A bike with jet packs
3LPW2N6LKUDJ8DNWUJ01X1SFZQ15UE,If we had taxis in our neighborhood had a rewards card program where you can earn free rides.
3LPW2N6LKUDJ8DNWUJ01X1SFZQW5U9,"Cars available for rent.  When returned, scooters available for rent.  When  returned, they can be exchanged for bicycles for rent."
3LQ8PUHQFM3QFFCR14CW3V7UAY0HII,I think that there should be a way to get bugs off a windshield without harming the paint job on a car.  It should be a spray while you are driving much like windshield wiper fluid
3LQ8PUHQFM3QFFCR14CW3V7UAY7IHQ,A type of uber service that transports more than a car of people.
3LRKMWOKB6S8VFYJINXBGM4IH552ZT,Underground tunnels which use a vacuum to send mail to the post office and pushes air to send mail to customers.
3LRKMWOKB6S8VFYJINXBGM4IHVX2Z1,A horse drawn carriage would be nice
3LRKMWOKB6S8VFYJINXBGM4IHVZZ20,Pneumatic tubes - just like at the drive through at the bank; people step into a tube and then are whisked away to their destination.
3LRLIPTPERK2BNU1V1NGZPZ3P7DKAZ,A crowdfunding site that tries to solve mini societal problems. It's like a non-government organization but this tries to solve mini problems such as buying a net for a local basketball court or a reforestation project.
3LRLIPTPERK2BNU1V1NGZPZ3P8EAKS,Bicycle Taxi's=Would help older citizens to get to local church or store at the corner or local diner.
3LRLIPTPERK2BNU1V1NGZPZ3PZVAKR,"Our Common Future,computer Cellphone, for  bicycling, walking, taking transit and just for enjoying ."
3LS2AMNW5G1DOUMXIPCVW6VHD2ROQS,"Using autonomous cars/vehicles as taxis that you can rent and have escort you anywhere you would like to go in your area. Cars will be equipped with GPS so customers can log where their destinations, etc."
3LS2AMNW5G1DOUMXIPCVW6VHDUYQOL,"A system of neighborhood drivers who form a cooperative and use their own vehicles to provide transportation services. We live in a community of 1875 people in a rural area, it may not be practical, but it is doable."
3LUY3GC630BL3CTJ1QG4LFJCI0WP7F,"I would like something that would utilize apps like Lyft and Uber to connect with the existing commuting infrastructure, like the MARC train."
3LUY3GC630BL3CTJ1QG4LFJCIAFP7I,"A network of self driving cars that are owned by the community. When you need one, you just summon one like Uber."
3LUY3GC630BL3CTJ1QG4LFJCIEEP7P,"I'd like to see a subway that has assigned seating.  It'd be nice that you could preorder a seat on the subway for a nominal fee - that seat is yours 100% of the time.   You never have to worry about it being taken.  Other than that, it remains completely the same..just reserved seats."
3LUY3GC630BL3CTJ1QG4LFJCIY8P7N,Airways - It is the most convenient and fastest mode of transport during natural calamities.
3LWJHTCVCDXJIH94JMT59CM3L6NQF5,I live in an area where horses are abundant. It would be a trip if everyone started using their horse instead of a car or motorcycle.
3LWJHTCVCDXJIH94JMT59CM3LCBFQU,I would like for there to be a trolley/tram system through main street in my town. Main street goes straight through Beaver Dam and Hartford and passes by all the important stores/stops.
3LWJHTCVCDXJIH94JMT59CM3LCEFQX,"I think there should be ""speed walking"" lanes set up.  Separate from where pedestrians walk and separate from bike trails.  I would love it if there were ""fast lanes"" around the strip malls and commercial areas of my city.  I tend to speed walk and get so frustrated with trying to dart and dodge around people.  It can almost be like an HOV lane for pedestrians for people who need to walk brisker and faster and get somewhere.  Even slow jogs or panicked gallops would be allowed!  When it's really crowded and busy on the streets, I always feel like a pinball ball.  I think having a dedicated lane to faster walkers or a ""passing lane"" would really help with the flow of pedestrian traffic and its effectiveness."
3LWJHTCVCDXJIH94JMT59CM3LLYFQZ,"The first future transportation system that I can imagine in my neighborhood would be some sort of instant teleportation. It would require a pad on the floor or something and some advanced tech, but I think it would be possible to transport oneself from one teleporter to another in the future."
3LYA37P8IRY7UXZT1FNCU0J97PRBKE,"Mobile app to reserve taxi pickups and pay/tip with cc, partner with cab companies"
3LYA37P8IRY7UXZT1FNCU0J97VLBKK,A system of fast moving conveyor belts that help move people quickly instead of walking and driving short distances.
3M0BCWMB8W7YPXTAQT6FIBD4U9UBWU,Teleportation blocks that as you take a step move you from block to another allowing you to teleport where you need to by walking only a few feet.
3M0BCWMB8W7YPXTAQT6FIBD4UF0BWC,A self-driving car that would pick you up and deliver you to your destination and then drive away.  It would be like Uber but with a computer navigating and it would stay in town or a small area to ensure fast pickup and delivery for everyone.  It could help older people go to the store and get groceries or save on gas/carbon emissions.
3M0BCWMB8W7YPXTAQT6FIBD4UOOBWI,teleportation device that can safely transmit matter from one place to another.
3M0NZ3JDP290UCH606Z9ET7U1G65Z9,A new bus route that could go through my town. It would have a different route than the buses we currently have.
3M0NZ3JDP290UCH606Z9ET7U1G85ZB,"A human tube system, similar to televison shows like Futurama, and already in use by banks, albeit for parcels and not people. If we installed vacuum tubes that led to a multitude of central destinations, we could develop a toll system alongside it. Using air pressure would cut out emissions immensely, and would be relatively fast, allowing for faster travel times than traditional modes of transportation. However, the difficulty would come from utilizing the system in such a way that remained safe for all those involved, perhaps through making use of a stop and go turbine system, that worked similarly to a stop light. A smart air restriction system would allow for one way travel, and then a short delay, followed by travel in the other direction."
3M0NZ3JDP290UCH606Z9ET7U1OPZ52,"Having some sort of electric train that runs underground, just like the subway system in New York. The city that I currently live in doesn't have that option so having some sort of underground transportation system that runs all around the city constantly would make commuting much better for everyone."
3M0NZ3JDP290UCH606Z9ET7U1TAZ5X,A subway system where you sit in a seat that attaches to a rail as soon as you are seated. You are then transported to your destination. This removes the need to wait for trains like a regular subway.
3M23Y66PO3IZC4V6AXF6A6ORARWS6C,Perhaps a system where you can rent out bicycles or motorbikes to get to where you need to go. You could hold a lot of them in one area and make it easy to check out the bike and then return it later. It would help getting around for people who can't afford a car service to take them around the city but also for people who prefer to be health conscious and also want to save money by biking around the city.
3M23Y66PO3IZC4V6AXF6A6ORAV4S6S,"a small size car , it might fit only for one person as motorcycle but it's closed like cars"
3M23Y66PO3IZC4V6AXF6A6ORAV86SA,"I would love to have a light rail system, not in my neighborhood (it can drive down house prices), but just outside of my community. We wouldn't have to be on congested highways or take back roads to get to malls, shopping, etc."
3M68NM076IINBPVTV8F1KWJVOHNR6H,"underground railroad that can connect all of the major suburbs to the major cities
make it so that it only runs for high traffic times within the week
monthly price"
3M68NM076IINBPVTV8F1KWJVOJIR6G,i prefer low MPG vehicles
3M68NM076IINBPVTV8F1KWJVOM2R66,Combine exercise with travel. Make a job that involves carrying people to their destination. This will give one person a workout while simultaneously reducing smog and traffic.
3M68NM076IINBPVTV8F1KWJVOM3R67,"A Bus system, within the metro area that was funded by a tax on gas purchased by individual commuters. In otherwords, free to the people who use the bus, and costs the people who don't. have the busses rinning from a set time like 6am to 9 pm  and pickups are every 15 min, so you never need to bother with knowing the bus schedule. Also, have all busses make a stop in the center of town so if you need to get across town, take a bus from you house to the center, and from there to your final destination. There should be a bus passing every school, hospital, shopping center, library ect. Simply run smaller buses on less popular routes, use smaller buses in general. make one special route for city to city transfers. The system needs to be free or very affordable, fast and convenient. No need to waste resources and infrastructure on schedules, call centers, web pages, just keep it simple and convenient."
3M81GAB8A1UT50XOEK79QMVI653QBP,Running
3M81GAB8A1UT50XOEK79QMVI6M2QBM,"I would like to see mini fast moving futurist either above cars that move above or below traffic.  This would be almost a subway style but in 4-5 person vehicles.  There could be a nominal fee such as $5 per a trip no matter how many people were in it.  They would go to popular areas such as the center of town. Wal-Mart, or the DMV.  Since they are small, and independent of traffic it could be solar powered."
3M81GAB8A1UT50XOEK79QMVI6N5BQC,segways at same rental price as bus fare.  I have a broken toe and bad knee and it is hard sometimes to walk all the way to bus stops if they are far.
3M81GAB8A1UT50XOEK79QMVI6WRBQG,A moving sidewalk outside main street.
3MAOD8E57RLFF6NX3O7ABPR5K0CXNW,think it will be self driving cars aka taxis coming soon. really when apple says they are working on a self driving car
3MAOD8E57RLFF6NX3O7ABPR5K9MXNO,In future may happens not to get petrols or diesel. So humans may changed and adopted for bicycle may possible for short travelling. For long travelling Bulllet trains are come with all major cities in near future.
3MAOD8E57RLFF6NX3O7ABPR5KNLNX5,Solar panels that are transparent and also mirrored to reflect light to other nodes that take in energy.
3MB8LZR5BG4J76L5SSC683FEJ2ZLK7,"This form of transportation would be a very high capacity electrical vehicle. By high capacity, I mean an electric car that has many seats. It would look like a limo. It could hold 17 people at a time and would pick them up from house to house. The service would be like a mixture of what Uber does and a carpool service."
3MD9PLUKKJP4K1NC46VV8A7GSNIZND,Motor skating-By fitting a motor in skating and we can use it easily to go from one place to other
3MD9PLUKKJP4K1NC46VV8A7GSSQZNV,"Have scooters that people can rent, this would reduce pollution and traffic."
3MD9PLUKKJP4K1NC46VV8A7GSTBNZ6,personal transportation
3MHW492WW1OHTZX2R8RSAP5KZ84MVA,The van cars can be used as a means of transport for dropping people at scheduled times just like buses. They will have limited stops to minimize wait time and people using cars for nearby locations can use it instead of using cars personally or waiting for bus at bus stops which go stopping at all the bus stops.
3MMN5BL1W0FXHQVJ7YLMRUD18GR3MU,"Interactive bus schedule app. You pick the starting destination and ending point, plus leave time and it will tell you what time the bus comes to that point, what the ETA and travel schedule is. Also would give a total cost for the trip. I live in a neighboring county and the small bus hooks up with the city bus, but I have no idea what time the bus comes to the bus stop by my house, nor how I would transfer to the bus that takes me to work."
3MRNMEIQW6HBT0FV0BQJ4QKOZOKDLU,"I would like to see a People Mover connecting Trenton, Southgate, Taylor and Wyandotte. There seems to be a lot of people walking down streets such as Trenton and Eureka, and especially so in the winter. I can envision a rail system supported by local tax dollars very similar to the one to the north in Detroit. People around here are constantly complaining about weather conditions and global warming and I think my method could bring a lot of people together and solve a lot of the commuting problems around here. There are just so many cars and it seems there is an average of just 1.5 people per vehicle. It is rather said. I really would want to push toward the people mover rail systems."
3MRNMEIQW6HBT0FV0BQJ4QKOZT2LDU,I would like to see a cable car that runs across the city.  It would take people across the busy streets.  It would be convenient for office workers. It would cut down on traffic in the downtown area.
3MX2NQ3YCA5BPHHRZOBOH8RJT8R5XF,A new transportation system.... Self driving cars/ trolleys (absolutely no tracks or special lanes for the trolley just self driving)
3MX2NQ3YCA5BPHHRZOBOH8RJTB85X2,Being an extensive cable car system
3MX2NQ3YCA5BPHHRZOBOH8RJTT9X5V,"flying transportation system will be very famous in future for example flying car, flying scatter board bike and so"
3MX2NQ3YCA5BPHHRZOBOH8RJTU65X2,A sun powered scooter
3MYYFCXHJ4II7CI1W9SAOULAQ7M4G9,"A fare based system would allow heavy car users to pay more and light ones to pay less for gas, tolls, etc.  Their car will have a gps tracker to see where and when they go (downtown, rush hour, etc.)  This will help the people who don't need to drive as much and tax the ones that are always on the road."
3MYYFCXHJ4II7CI1W9SAOULAQOHG4E,A segway that is programmed for certain routes.
3MYYFCXHJ4II7CI1W9SAOULAQTN4GI,Autonomous  vehicles that drive themselves on a smart transportation grid.  Need to go somewhere call for a vehicle tyo pick you up. Most local transport can be done without a personal car.
3MYYFCXHJ4II7CI1W9SAOULAQVG4GF,"It would be a super fast train system. It would be so fast that my husband could get to his job, which is ten miles away in 5 minutes. It would be super popular and efficient. Everyone from business people to house wifes would want to use it."
3N1FSUEFL6BFVS8AUJR2I9IDDOD4DO,Consumer-grade focused network hard drives -- something that is as easy to set up and use as modern phones.
3N1FSUEFL6BFVS8AUJR2I9IDDU74DU,"Transportation would not be about getting the general population from home to work and back. It would be about moving goods and services to people directly.
This will require drone technologiy so that road infrastructure could be used to get bulk items from one place to another more efficiently and faster. Public transportation should be the rule."
3N2BF7Y2VR5CBY2IMJAOVOEBRQPMHA,"I would imagine a combination of Uber and self-driving cars. I can imagine a world where I don't own a car. Instead, I click a button on an app on my phone, and an automated car shows up shortly after, taking me wherever I need to go."
3N2BF7Y2VR5CBY2IMJAOVOEBRYKHMG,Helicopter based taxi that can be taken anywhere.  The roof tops will now be loading and unloading areas and it will free up car congestion.
3N4BPTXIO93MQW8Z1647ZQBXWD6UKS,Closing off the downtown to cars would be amazing. The city could pay bike riders to tow carts that would pull around people!
3N4BPTXIO93MQW8Z1647ZQBXWGUKUC,Autonomous vehicles will take over 75% of the local traffic. Autonomous public transport will handle the inter-city traffic.
3N4BPTXIO93MQW8Z1647ZQBXWLIUKK,"Have car sharing at hot-spot sites, with a linked an app that simulates when cars are free."
3N4BPTXIO93MQW8Z1647ZQBXWW0UKO,I imagine a hot air balloon attached to cables that direct it at a low altitude to various stops. people get can out on platforms that they bring you to the ground with elevators.
3N8OEVH1FS1A3I9H3CKR710HYHFOOM,"Our future transportation will be in the form of spacecraft transporting to and from space pods. We may have our homes as they are now, but we will also have pods in space to use."
3N8OEVH1FS1A3I9H3CKR710HYL6OOL,A bus that runs on water
3NAPMVF0ZXQPB5SDZS5SP2BJ75E72E,Underground walking tunnels (some colleges in cold climates have this) you can bike ride in them too.
3NAPMVF0ZXQPB5SDZS5SP2BJ7Q772D,"Zip car! People could register their cars as ""shared"" cars and people could borrow them as needed for a small amount of compensation."
3NAPMVF0ZXQPB5SDZS5SP2BJ7ZL729,"Something akin to a PeopleMover, which can be installed parallel to sidewalks or other right of way areas throughout major areas of our neighborhood."
3NC5L260MPXGX5WO4911K7R36BSOFU,A pneumatic tube system similar to the mail slots in old skyscrapers. A person can just step in to a tube and be propelled to their chosen destination.
3NC5L260MPXGX5WO4911K7R36GVOF7,"This system would be made up of a continuous stream of drivers of small vehicles.  The vehicles might be three-wheelers or some other form of small, motorized vehicles.  Besides the driver, the vehicles would only have space for two other occupants.  The vehicles would continue on the same busy stretch of road.  In other words, they would be on a fixed path.  Also, there would be a large number of these vehicles, a constant stream, so the passenger would never have to wait longer than a minute or two.  The passengers would have prepaid for the service, so there would be no need to exchange money with the driver."
3NC5L260MPXGX5WO4911K7R36T4OF6,Moving Sidewalks
3ND9UOO81LDA26FMH6V9WE9961PLW4,"This is about car pooling. As our residences are located far away from our work place, we, in our neighborhood have passed a resolution that to share our sitting in our cars (each a day in a week) to reduce pollution, save money, etc. and it works good too. :-)"
3ND9UOO81LDA26FMH6V9WE99698WLE,The neighborhood needs a rail system that runs adjacent to the highway. This would go from major city to major city with the same stops as for those that drive.
3ND9UOO81LDA26FMH6V9WE996QEWLI,"A new transportation system would be a large electric powered bus. It would not run on gasoline but on electricity. It would pick people up from stops and drop them off for a fee. It would also go into smaller developments to pick people up like an Uber would, but more environmentally friendly."
3NG53N1RLWUP3QY2BV8AZFF7TLY8PJ,There would be a pay-to-use bicycle system similar to the Citi bicycles in New York City. It would allow people to exercise while getting to their location quickly. It would also relieve traffic congestion.
3NG53N1RLWUP3QY2BV8AZFF7TULP85,A series of tubes like in the TV show Futurama.
3NG53N1RLWUP3QY2BV8AZFF7TWK8PR,"To help cover a lot of area of a city, the could be a central hub where all the trains, busses, etc start.  Then from that one spot, all the route lines shoot out, like a star.  That way all the people can be at one spot and make it to where they want to go easily since there are no transfers or any other confusing things."
3NG53N1RLWUP3QY2BV8AZFF7TZ7P81,In dense urban areas have a series of high tension wires between buildings. Have a  mechanized seat something like a zipline  that people would ride on. This would need a seatbelt or maybe an enclosed capsule for safety but the idea is making the seat as compact as possible .
3NG53N1RLWUP3QY2BV8AZFF7TZBP85,Having a neighborhood run community bus system. It would be exclusively a bus for people in the neighborhood to travel short distances.
3NG53N1RLWUP3QY2BV8AZFF7TZD8PQ,"It would be a multi-seat, eco-friendly chain bicycle that could accommodate many people and the more people seated on it, the faster it would go. It would kind of be like a multi-row trolley or if you attached three trollies back-to-back. It would all be powered by pedals and the people in the front would steer it. Just a larger capacity trolley bicycle."
3NGI5ARFTUG7SQEHCAZVK5SZFN6P1A,"I think high-speed tube travel would be great in my city. The tubes could be a system of plastic or rubber tubes that were buried underground. There would be a lot of tube stations downtown, but they would branch off to the outer city and suburbs. These tubes would have pods in them that were propelled by high-pressured air. The pods could be designed to carry one or two people each, and would be shot through the tubes for quick travel to your destination."
3NGI5ARFTUG7SQEHCAZVK5SZFOEP1K,A monorail system to transport to downtown and around the area easier.
3NGI5ARFTUG7SQEHCAZVK5SZFQ7P1H,using Biogas as fuel are also good innovative thing which makes goood transportation system .
3NGMS9VZTMTMRSJV56IBXDIPER2FFY,Jet pack it is a good idea one can wear a bag which consist of tank of fuel which can make him to fly from one point to another.
3NJM2BJS4XHRFTOFS7OF11BQJ0DCPZ,Transport which is used to give automatic tickets to people.
3NJM2BJS4XHRFTOFS7OF11BQJ7PCPP,"My idea would be to use a moving belt (like used in airport terminals) instead of sidewalks to get around my neighborhood. I live is a small town (population about 500), so it would encourage people to drive less to get to destinations that are close to their homes."
3NJM2BJS4XHRFTOFS7OF11BQJKQPCT,A system with bike racks so people can rent bikes and ride around would be nice. There can be multiple areas to be rented from.
3NJM2BJS4XHRFTOFS7OF11BQJKXPC0,In my neighborhood I think the best type of transportation system would be an elevated railway like a tram at disney world it would make commuting between neighboring cities far easier and the technology would make commutes more timely.
3NJM2BJS4XHRFTOFS7OF11BQJYHPCC,"A group carpooling smartphone app that allows people in apartment complexes or housing areas to visualize a profile of others in the area that are traveling to a nearby destination. Participants can communicate over the app, and background check and everything is done before being certified to use the service. People can post looking for ride notes, or say that they are traveling to a specific area and looking for passengers to ride in order to split costs."
3NKQQ8O39ZGECQ2P9PIKVDG7CSSDUT,Teleportation where you go into a device like an elevator and then type in to a computer where you want to go.
3NL0RFNU0GYN9YEKM0DPMMD3XA24KJ,"I could imagine single rider tram cars. The cars would be tethered to cables above the streets. Something akin to ski lift carriage, but completely enclosed in glass. Advantage would be thy could run off electric current and would reduce ground street traffic"
3NLZY2D53Q05I9J05XW34PRNI6EQLN,Its new blacktop in a grid system.
3NLZY2D53Q05I9J05XW34PRNI8WQL9,Underground hypersonic tube that runs on elevated magnets.
3NLZY2D53Q05I9J05XW34PRNI8ZQLC,I live in las vegas and I think that the tram should go from the airport to the strip and all the way down to fremont street.
3NOKK93PR2J2F0J3FKEZXDCPQ8EEE5,"I would like a golf cart system that could get the kids to school on the paths, kind of like a bus system but on a much smaller scale."
3NPFYT4IZDF95E6BGKUFL5I8JSDGX2,I would like to see a rail system for mass transportation in my city and across the united states. Countries like europe have bullet trains that hover on magnets and go very fast. We need something like that in the united states
3NPFYT4IZDF95E6BGKUFL5I8JX0XGG,All cities connected with Train Network. It is the very comfortable transportation system for all humans.
3NPFYT4IZDF95E6BGKUFL5I8JX1XGH,I imagine that instead of transporting with cars we could turn all the roads in our neighborhood into rivers and use boats to get to places.
3NPI0JQDAPG81AQQETJ5QBBU76QPTC,I would set up a monorail system that started at all developments and went to all the stores in the area.  The monorail would always be moving at certain intervals with no delays.
3NPI0JQDAPG81AQQETJ5QBBU7JOTP4,Uberbus. Uber hiring for large amounts of people to be transported.
3NPI0JQDAPG81AQQETJ5QBBU7JQPT2,The scooter actually would be a good alternative form of transportation in my neighbourhood.  It is a small community and using the scooter would be a good second choice.
3NPI0JQDAPG81AQQETJ5QBBU7JQTP6,"Hoverboard/Segway share: have stations located around the neighborhood where a hoverboard or a segway can be left to charge and then someone else can use it, leaving it at another station for someone else to use."
3NQL1CS15SJHNGMGABF34KSR8FHYV5,"It would have to be an above ground system, light rail or the likes"
3NQL1CS15SJHNGMGABF34KSR8IJVYA,There will be a set of water slides that link the houses in my gated community.  They will have propelled sections that you control with a lever attached to your slide so you can visit neighbors without driving.  They will be enclosed for bad weather.
3NQL1CS15SJHNGMGABF34KSR8N6VY7,very important in our life.
3NS0A6KXC5JYA96QH2I0IQYJRC5ZGG,"This is a transportation system that delivers food directly to people's houses. It exists in a large city and people will use an App on their phones to get food delivered to their house. They can enter the restaurant, find out what they want, and someone will deliver the food item by any mean they choose whether it be car or bicycle or walking. The app will also store people's favorite orders at their restaurants so they don't have to think about what to order."
3NS0A6KXC5JYA96QH2I0IQYJRHVGZX,"Huge people can carry smaller people ""piggy back"" style to their destinations.  My town is small so it wouldn't be very long."
3NVC2EB65RAXB7KXQ19XLP08HFW3YP,"I think that small, electric golf carts that charge at a solar station would be perfect for my neighborhood. They would be using completely renewable energy, and could be driven for relatively long distances within the neighborhood without dying."
3NXNZ5RS1B80BPDCK1K7ZPJXDBN977,"My neighborhood added an above ground train similar to the ""L"" in Chicago.  It runs along the highways bringing people downtown from the suburbs.  It does a few loops downtown and runs near the major companies to get people to work.  It is much cheaper and more convenient than driving downtown and parking."
3O6CYIULEECDLW2GQKNAN15SJH1UW4,"It would be a railway but instead of a train, it has small, separate cars that only fit one individual for their own convenience and comfort. The car would be a tall, rectangular box shape with a seat, kind of like a car seat inside."
3O6CYIULEECDLW2GQKNAN15SJPGUWZ,"Moving sidewalks. If we put in moving sidewalks similar to what is found in airports, I think many people would be willing to travel by foot."
3O7L7BFSHF0EV5LPB34QISAHI96EIF,"Rent a scooter with offices around key areas so you can return or borrow from there. It will only work for going around one's own neighborhood, though, since most of the places you can go to from here, you will need to pass by highways. And two wheeled vehicles are not safe to pass by those big roads."
3O7L7BFSHF0EV5LPB34QISAHIWXEIG,"I would like to see a transportation system that can be used for professional reasons, or personal, but not both."
3OB0CAO74I0C5FRW5MYZPJ1I000HYS,The future transportation system in my neighborhood would possibly incorporate traffic light systems that would detect the amount of traffic and flow to better keep traffic moving and prevent long lines and wait times at intersections therefor reducing trip times and automobile emissions.
3OB0CAO74I0C5FRW5MYZPJ1I038HY6,"New idea, trains that fly.  This would combine two existing means of transportation into one futuristic flight fantasy! A train would travel as usual and then be picked up by a plane.  This way a train car could travel faster and then be dropped back off on its final stop by the plane."
3OB0CAO74I0C5FRW5MYZPJ1I05BHYD,"A hover car - basically, a hover board but with much greater speed capacity and having a housing or shell around it for instruments and protection.  It would be something like the landspeeders from the Star Wars movies, except more realistic because it's based on the same principles as the hover board."
3OB0CAO74I0C5FRW5MYZPJ1I0NXYHG,Uber-like service that has small personal celf-drive cars that are shared by the community. App interface to request a car and specify whether you are willing to share you car with a small number of other people
3OB0CAO74I0C5FRW5MYZPJ1I0ULHY1,floating pods like in the jetsons but they're automated and pick you up and drop you off on your command.
